time,v1,v2,h[1],h[2],h[1].fstatus,h[2].fstatus
3.3850E+03,2.7000E+00,2.7000E+00,1.0700E+01,1.0800E+01,1.0000E+00,1.0000E+00
3.3950E+03,2.7000E+00,2.7000E+00,1.0510E+01,1.0720E+01,1.0000E+00,1.0000E+00
3.4050E+03,2.7000E+00,2.7000E+00,1.0330E+01,1.0570E+01,1.0000E+00,1.0000E+00
3.4150E+03,2.7000E+00,2.7000E+00,1.0210E+01,1.0530E+01,1.0000E+00,1.0000E+00
3.4250E+03,2.7000E+00,2.7000E+00,1.0110E+01,1.0400E+01,1.0000E+00,1.0000E+00
3.4350E+03,2.7000E+00,2.7000E+00,9.9800E+00,1.0360E+01,1.0000E+00,1.0000E+00
3.4450E+03,3.1800E+00,3.1800E+00,9.9690E+00,1.0270E+01,1.0000E+00,1.0000E+00
3.4550E+03,3.3000E+00,3.3000E+00,1.0360E+01,1.0550E+01,1.0000E+00,1.0000E+00
3.4650E+03,3.3000E+00,3.3000E+00,1.0820E+01,1.0980E+01,1.0000E+00,1.0000E+00
3.4750E+03,3.3000E+00,3.3000E+00,1.1270E+01,1.1400E+01,1.0000E+00,1.0000E+00
3.4850E+03,3.3000E+00,3.3000E+00,1.1670E+01,1.1850E+01,1.0000E+00,1.0000E+00
3.4950E+03,3.3000E+00,3.3000E+00,1.2080E+01,1.2230E+01,1.0000E+00,1.0000E+00
3.5050E+03,3.3000E+00,2.8200E+00,1.2460E+01,1.2500E+01,1.0000E+00,1.0000E+00
3.5150E+03,3.3000E+00,2.7000E+00,1.2760E+01,1.2480E+01,1.0000E+00,1.0000E+00
3.5250E+03,3.3000E+00,2.7000E+00,1.2910E+01,1.2320E+01,1.0000E+00,1.0000E+00
3.5350E+03,3.3000E+00,2.7000E+00,1.3070E+01,1.2240E+01,1.0000E+00,1.0000E+00
3.5450E+03,3.3000E+00,2.7000E+00,1.3170E+01,1.2170E+01,1.0000E+00,1.0000E+00
3.5550E+03,3.3000E+00,2.7000E+00,1.3240E+01,1.2140E+01,1.0000E+00,1.0000E+00
3.5650E+03,2.8200E+00,3.1800E+00,1.3160E+01,1.2090E+01,1.0000E+00,1.0000E+00
3.5750E+03,2.7000E+00,3.3000E+00,1.2870E+01,1.2370E+01,1.0000E+00,1.0000E+00
3.5850E+03,2.7000E+00,3.3000E+00,1.2620E+01,1.2640E+01,1.0000E+00,1.0000E+00
3.6000E+03,2.7000E+00,3.3000E+00,1.2620E+01,1.2640E+01,1.0000E+00,1.0000E+00
